https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
889,554,"""Darumaka""",NULL,"""Fire""",NULL,"""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",50,50,"""Black / White""","""Unova""",70,90,45,15,45,50,315,120,"""Medium Slow""","""Field""",NULL
890,555,"""Darmanitan""",NULL,"""Fire""",NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,"""Zen Mode""","""Changes the Pokémon's shape when HP is half or less.""",50,50,"""Black / White""","""Unova""",105,140,55,30,55,95,480,60,"""Medium Slow""","""Field""",NULL
891,556,"""Maractus""",NULL,"""Grass""",NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""",50,50,"""Black / White""","""Unova""",75,86,67,106,67,60,461,255,"""Medium Fast""","""Grass""",NULL
892,557,"""Dwebble""",NULL,"""Bug""","""Rock""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Black / White""","""Unova""",50,65,85,35,35,55,325,190,"""Medium Fast""","""Bug""","""Mineral"""
893,558,"""Crustle""",NULL,"""Bug""","""Rock""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Black / White""","""Unova""",70,105,125,65,75,45,485,75,"""Medium Fast""","""Bug""","""Mineral"""
894,559,"""Scraggy""",NULL,"""Dark""","""Fighting""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",50,50,"""Black / White""","""Unova""",50,75,70,35,70,48,348,180,"""Medium Fast""","""Field""","""Dragon"""
895,56,"""Mankey""",NULL,"""Fighting""",NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",50,50,"""Red / Blue / Yellow""","""Kanto""",40,80,35,35,0,70,260,190,"""Medium Fast""","""Field""",NULL
914,560,"""Scrafty""",NULL,"""Dark""","""Fighting""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",50,50,"""Black / White""","""Unova""",65,90,115,45,115,58,488,90,"""Medium Fast""","""Field""","""Dragon"""
915,561,"""Sigilyph""",NULL,"""Psychic""","""Flying""","""Wonder Skin""","""Makes status moves more likely to miss.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",50,50,"""Black / White""","""Unova""",72,58,80,103,80,97,490,45,"""Medium Fast""","""Flying""",NULL
916,562,"""Yamask""",NULL,"""Ghost""",NULL,"""Mummy""","""Contact with the Pokémon changes the attacker's Ability to Mummy.""",NULL,NULL,NULL,NULL,50,50,"""Black / White""","""Unova""",38,30,85,55,65,30,303,190,"""Medium Fast""","""Mineral""","""Amorphous"""
917,563,"""Cofagrigus""",NULL,"""Ghost""",NULL,"""Mummy""","""Contact with the Pokémon changes the attacker's Ability to Mummy.""",NULL,NULL,NULL,NULL,50,50,"""Black / White""","""Unova""",58,50,145,95,105,30,483,90,"""Medium Fast""","""Mineral""","""Amorphous"""
918,564,"""Tirtouga""",NULL,"""Water""","""Rock""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",87.5,12.5,"""Black / White""","""Unova""",54,78,103,53,45,22,355,45,"""Medium Fast""","""Water 1""","""Water 3"""
919,565,"""Carracosta""",NULL,"""Water""","""Rock""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",87.5,12.5,"""Black / White""","""Unova""",74,108,133,83,65,32,495,45,"""Medium Fast""","""Water 1""","""Water 3"""
920,566,"""Archen""",NULL,"""Rock""","""Flying""","""Defeatist""","""Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.""",NULL,NULL,NULL,NULL,87.5,12.5,"""Black / White""","""Unova""",55,112,45,74,45,70,401,45,"""Medium Fast""","""Flying""","""Water 3"""
921,567,"""Archeops""",NULL,"""Rock""","""Flying""","""Defeatist""","""Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.""",NULL,NULL,NULL,NULL,87.5,12.5,"""Black / White""","""Unova""",75,140,65,112,65,110,567,45,"""Medium Fast""","""Flying""","""Water 3"""
922,568,"""Trubbish""",NULL,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""",50,50,"""Black / White""","""Unova""",50,50,62,40,62,65,329,190,"""Medium Fast""","""Mineral""",NULL
923,569,"""Garbodor""",NULL,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""",50,50,"""Black / White""","""Unova""",80,95,82,60,82,75,474,60,"""Medium Fast""","""Mineral""",NULL
924,57,"""Primeape""",NULL,"""Fighting""",NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",50,50,"""Red / Blue / Yellow""","""Kanto""",65,105,60,60,0,95,385,75,"""Medium Fast""","""Field""",NULL
939,570,"""Zorua""",NULL,"""Dark""",NULL,"""Illusion""","""Comes out disguised as the Pokémon in the party's last spot.""",NULL,NULL,NULL,NULL,87.5,12.5,"""Black / White""","""Unova""",40,65,40,80,40,65,330,75,"""Medium Slow""","""Field""",NULL
940,571,"""Zoroark""",NULL,"""Dark""",NULL,"""Illusion""","""Comes out disguised as the Pokémon in the party's last spot.""",NULL,NULL,NULL,NULL,87.5,12.5,"""Black / White""","""Unova""",60,105,60,120,60,105,510,45,"""Medium Slow""","""Field""",NULL
941,572,"""Minccino""",NULL,"""Normal""",NULL,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""",25,75,"""Black / White""","""Unova""",55,50,40,40,40,75,300,255,"""Fast""","""Field""",NULL
942,573,"""Cinccino""",NULL,"""Normal""",NULL,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""",25,75,"""Black / White""","""Unova""",75,95,60,65,60,115,470,60,"""Fast""","""Field""",NULL
943,574,"""Gothita""",NULL,"""Psychic""",NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",25,75,"""Black / White""","""Unova""",45,30,50,55,65,45,290,200,"""Medium Slow""","""Human-Like""",NULL
944,575,"""Gothorita""",NULL,"""Psychic""",NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",25,75,"""Black / White""","""Unova""",60,45,70,75,85,55,390,100,"""Medium Slow""","""Human-Like""",NULL
945,576,"""Gothitelle""",NULL,"""Psychic""",NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",25,75,"""Black / White""","""Unova""",70,55,95,95,110,65,490,50,"""Medium Slow""","""Human-Like""",NULL
946,577,"""Solosis""",NULL,"""Psychic""",NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Black / White""","""Unova""",45,30,40,105,50,20,290,200,"""Medium Slow""","""Amorphous""",NULL
947,578,"""Duosion""",NULL,"""Psychic""",NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Black / White""","""Unova""",65,40,50,125,60,30,370,100,"""Medium Slow""","""Amorphous""",NULL
948,579,"""Reuniclus""",NULL,"""Psychic""",NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Black / White""","""Unova""",110,65,75,125,85,30,490,50,"""Medium Slow""","""Amorphous""",NULL
949,58,"""Growlithe""",NULL,"""Fire""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",75,25,"""Red / Blue / Yellow""","""Kanto""",55,70,45,50,0,60,280,190,"""Slow""","""Field""",NULL
950,580,"""Ducklett""",NULL,"""Water""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Hydration""","""Heals status conditions if it's raining.""",50,50,"""Black / White""","""Unova""",62,44,50,44,50,55,305,190,"""Medium Fast""","""Water 1""","""Flying"""
951,581,"""Swanna""",NULL,"""Water""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Hydration""","""Heals status conditions if it's raining.""",50,50,"""Black / White""","""Unova""",75,87,63,87,63,98,473,45,"""Medium Fast""","""Water 1""","""Flying"""
952,582,"""Vanillite""",NULL,"""Ice""",NULL,"""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Black / White""","""Unova""",36,50,50,65,60,44,305,255,"""Slow""","""Mineral""",NULL
953,583,"""Vanillish""",NULL,"""Ice""",NULL,"""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Black / White""","""Unova""",51,65,65,80,75,59,395,120,"""Slow""","""Mineral""",NULL
954,584,"""Vanilluxe""",NULL,"""Ice""",NULL,"""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Black / White""","""Unova""",71,95,85,110,95,79,535,45,"""Slow""","""Mineral""",NULL
955,585,"""Deerling""",NULL,"""Normal""","""Grass""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",50,50,"""Black / White""","""Unova""",60,60,50,40,50,75,335,190,"""Medium Fast""","""Field""",NULL
956,586,"""Sawsbuck""",NULL,"""Normal""","""Grass""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",50,50,"""Black / White""","""Unova""",80,100,70,60,70,95,475,75,"""Medium Fast""","""Field""",NULL
957,587,"""Emolga""",NULL,"""Electric""","""Flying""","""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Motor Drive""","""Boosts its Speed stat if hit by an Electric-type move instead of taking damage.""",50,50,"""Black / White""","""Unova""",55,75,60,75,60,103,428,200,"""Medium Fast""","""Field""",NULL
958,588,"""Karrablast""",NULL,"""Bug""",NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",50,50,"""Black / White""","""Unova""",50,75,45,40,45,60,315,200,"""Medium Fast""","""Bug""",NULL
959,589,"""Escavalier""",NULL,"""Bug""","""Steel""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Black / White""","""Unova""",70,135,105,60,105,20,495,75,"""Medium Fast""","""Bug""",NULL
960,59,"""Arcanine""",NULL,"""Fire""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",75,25,"""Red / Blue / Yellow""","""Kanto""",90,110,80,80,0,95,455,75,"""Slow""","""Field""",NULL
961,590,"""Foongus""",NULL,"""Grass""","""Poison""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""",NULL,NULL,"""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Black / White""","""Unova""",69,55,45,55,55,15,294,190,"""Medium Fast""","""Grass""",NULL
962,591,"""Amoonguss""",NULL,"""Grass""","""Poison""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""",NULL,NULL,"""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Black / White""","""Unova""",114,85,70,85,80,30,464,75,"""Medium Fast""","""Grass""",NULL
963,592,"""Frillish""",NULL,"""Water""","""Ghost""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Cursed Body""","""May disable a move used on the Pokémon.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",50,50,"""Black / White""","""Unova""",55,40,50,65,85,40,335,190,"""Medium Fast""","""Amorphous""",NULL
